239455968.0 4650
185071680.0 3300
170338304.0 3430
163469608.0 6940
227982152.0 5030
143185488.0 2720
106422864.0 2070
125408736.0 2750
185740584.0 4300
192306560.0 3710
251658240.0 3720
185568536.0 6890
178299896.0 3320
238981120.0 4530
90324320.0 1870
72137776.0 1310
74351736.0 1430
85836264.0 1470
82282056.0 1520
80066784.0 1660
104722792.0 2050
141229056.0 4770
66548496.0 2930
34319248.0 620
64639640.0 1140
63090568.0 1450
103685960.0 2710
54683328.0 960
54182952.0 1000
69395400.0 1370
96678928.0 1850
85240272.0 2920
87360536.0 1560
99400648.0 1940
86281720.0 1640
87586848.0 1580
94758984.0 1350
65246296.0 910
117998496.0 1300
168899480.0 7260
85727120.0 1440
95307520.0 1670
87604744.0 1640
90324320.0 1870
125863000.0 2320
104781336.0 1860
85836264.0 1590
117802824.0 2310
140984792.0 4550
159436040.0 5000
161378024.0 3870
66548496.0 1320
79431104.0 1450
100200080.0 1960
64986152.0 1090
50239688.0 1240
54683328.0 2190
110427472.0 1990
137048384.0 2680
166262136.0 2950
166859144.0 2160
130343456.0 1930
145112728.0 6680
86281720.0 1440
112169328.0 2070
76884808.0 1390
85889864.0 1770
90324320.0 1870
125863000.0 2320
104781336.0 1860
85836264.0 1590
117802824.0 2310
140984792.0 4550
159436040.0 5000
161378024.0 3870
66548496.0 1320
79431104.0 1450
100200080.0 1960
64986152.0 1090
50239688.0 1240
54683328.0 2190
110427472.0 1990
137048384.0 2680
166262136.0 2950
166859144.0 2160
130343456.0 1930
145112728.0 6680
86281720.0 1440
112169328.0 2070
76884808.0 1390
85889864.0 1770
143825472.0 2840
72137776.0 1350
74351736.0 1360
85836264.0 1520
60480432.0 1170
80066784.0 1570
36819600.0 800
28408024.0 580
53404136.0 1760
77023152.0 2570
75667240.0 3330
66054952.0 1180
129201304.0 3300
54683328.0 1050
54182952.0 1070
69395400.0 1250
96678928.0 1830
85240272.0 1780
87360536.0 2860
99400648.0 1740
86281720.0 1750
87586848.0 1650
76884808.0 1390
64675752.0 950
41149456.0 570
84686984.0 1080
85727120.0 960
39912824.0 570
91277936.0 5750
143825472.0 2840
72137776.0 1350
95809152.0 1710
85836264.0 1570
95103096.0 1930
91008776.0 1820
94594552.0 3520
40851984.0 980
104781976.0 3780
74124192.0 1310
64639640.0 2000
101426464.0 2160
50239688.0 880
75265664.0 1420
54182952.0 1040
69395400.0 1250
96678928.0 3240
154771704.0 2830
87360536.0 1730
155150600.0 2780
69704392.0 950
64637376.0 910
39066648.0 410
147399616.0 3190
114295520.0 5200
84980432.0 1420
109499464.0 1990
111138424.0 2030
87604744.0 1870
143825472.0 2840
141480704.0 2630
147796016.0 2690
167663296.0 3330
142748136.0 6590
134674440.0 2370
142204352.0 3540
126162976.0 2420
154552840.0 2860
144373928.0 4160
146349552.0 2720
158799040.0 2990
136356664.0 2060
167506008.0 1990
110919592.0 4710
151787120.0 4100
160595904.0 2910
185337496.0 3610
143825472.0 2840
132051304.0 2470
162682520.0 2960
180812648.0 3510
131133416.0 6410
139748120.0 2450
117395056.0 3100
126162976.0 2420
139278632.0 2590
144373928.0 4150
167414864.0 3110
158799040.0 3000
95515968.0 1530
164225664.0 2060
171132960.0 5800
148897240.0 3690
160595904.0 2930
185337496.0 3610
143825472.0 2840
132051304.0 2470
162682520.0 2960
180812648.0 3510
131133416.0 6410
125398072.0 2200
45929440.0 840
104973864.0 2880
110797376.0 2120
146338008.0 2690
141627680.0 4130
196556800.0 3690
139806616.0 2590
138746816.0 2050
97882584.0 1170
91002064.0 1130
134064760.0 6750
103688032.0 1730
150729104.0 2750
99400648.0 1810
145297040.0 2910
143825472.0 2840
106618664.0 2040
130385488.0 2270
140691528.0 2740
90189192.0 1770
35717616.0 2500
79841480.0 1750
105237800.0 3720
78857768.0 1390
84073432.0 2510
141627680.0 2690
120286832.0 2270
90608816.0 1930
54683328.0 2190
141207864.0 2530
69395400.0 1420
166178496.0 3080
149766856.0 2140
147578880.0 1710
151624504.0 7010
86281720.0 1450
152697784.0 2760
76884808.0 1380
131242696.0 2660
251658240.0 8110
