0 71912.736 143825472.0 2840
2840 35415.04000000001 35415040.0 660
3500 35365.796 70731592.0 1380
4880 54700.436 109400872.0 1880
6760 58206.38 116412760.0 2340
9100 36625.396 73250792.0 1400
10500 31890.712 63781424.0 1180
11680 22480.507733333332 67441523.2 3080
14760 20739.60746666667 62218822.400000006 3300
18060 62066.543999999994 124133088.0 2180
20240 59271.28 118542560.0 3110
23350 68448.476 136896952.0 2600
25950 41774.151999999995 41774152.0 780
26730 27341.664 54683328.0 1120
27850 27091.476 54182952.0 910
28760 59704.40106666666 179113203.2 4800
33560 65250.58 130501160.0 2410
35970 44357.576 88715152.0 1720
37690 65568.264 131136528.0 2360
40050 37557.159999999996 75114320.0 1020
41070 52798.428 105596856.0 1330
42400 55069.685333333335 165209056.0 4650
47050 63035.948 126071896.0 4230
51280 42202.832 42202832.0 710
51990 79544.304 159088608.0 2880
54870 39938.880000000005 39938880.0 710
55580 55421.212 110842424.0 2250
