0 74082.456 296329824.0 5640
5640 7876.032 3938016.0 70
5710 89663.03999999998 44831520.0 790
6500 103333.5323943662 146733616.0 2880
9380 101919.3628318584 115168880.0 2210
11590 89842.38344827588 130271456.0 5640
17230 39348.08 19674040.0 1080
18310 9929.152 39716608.0 690
19000 97300.81221374044 382392192.0 8000
27000 37172.025 154635624.0 2930
29930 72816.41819742488 339324508.8 7760
37690 16693.34547045952 76288588.8 1400
39090 58554.33600000001 29277168.0 530
39620 108447.34040816325 425113574.4 10460
50080 73562.10162162162 217743820.8 3730
