0 71912.736 143825472.0 2840
2840 66025.65199999999 132051304.0 2470
5310 81341.26000000001 162682520.0 2960
8270 90406.32400000001 180812648.0 3510
11780 65566.708 131133416.0 6410
18190 69874.06 139748120.0 2450
20640 58697.528 117395056.0 3100
23740 63081.488 126162976.0 2420
26160 69639.316 139278632.0 2590
28750 72186.964 144373928.0 4150
32900 83707.43200000002 167414864.0 3110
36010 79399.52 158799040.0 3000
39010 47757.984 95515968.0 1530
40540 82112.832 164225664.0 2060
42600 85566.48 171132960.0 5800
48400 74448.62 148897240.0 3690
52090 80297.952 160595904.0 2930
55020 92668.74799999999 185337496.0 3610
0 71912.736 143825472.0 2840
2840 59733.472 119466944.0 2270
5110 67411.10800000001 134822216.0 2360
7470 63058.971999999994 126117944.0 2470
9940 58901.412 117802824.0 4130
14070 67558.168 135116336.0 4590
18660 79718.01999999999 159436040.0 2880
21540 68373.868 136747736.0 3570
25110 33274.248 66548496.0 1170
26280 72186.964 144373928.0 2650
28930 42066.164000000004 84132328.0 2890
31820 50978.616 101957232.0 2070
33890 44814.583999999995 89629168.0 1600
35490 43503.656 87007312.0 1740
37230 82183.79599999999 164367592.0 2940
40170 75893.56 151787120.0 2030
42200 80552.46 161104920.0 3090
45290 67191.084 134382168.0 5730
51020 43680.268 87360536.0 1460
52480 66818.16799999999 133636336.0 2480
54960 70349.32 140698640.0 2740
