0 71912.736 143825472.0 2840
2840 42403.792 84807584.0 1610
4450 46576.412 93152824.0 1620
6070 60264.916000000005 120529832.0 2300
8370 47852.975999999995 95705952.0 1870
10240 33863.392 67726784.0 1330
11570 50308.263999999996 100616528.0 3790
15360 50361.183999999994 100722368.0 3820
19180 41365.916000000005 82731832.0 1460
20640 46404.492000000006 92808984.0 2660
23300 44852.78 89705560.0 1790
25090 40717.691999999995 81435384.0 1450
26540 38098.768000000004 76197536.0 1530
28070 60489.044 120978088.0 2500
30570 50367.032 100734064.0 2980
33550 53817.695999999996 107635392.0 1940
35490 49561.292 99122584.0 1970
37460 47121.352000000006 94242704.0 1730
39190 47672.844 95345688.0 1490
40680 45339.60399999999 90679208.0 1260
41940 71456.008 142912016.0 1650
43590 86933.74799999999 173867496.0 7390
50980 33703.092000000004 67406184.0 1130
52110 47502.164 95004328.0 1690
53800 54510.672 109021344.0 2010
55810 60311.77599999999 120623552.0 2470
0 71912.736 143825472.0 2840
2840 45443.5 90887000.0 1730
4570 44377.971999999994 88755944.0 1530
6100 45378.776000000005 90757552.0 1680
7780 40352.520000000004 80705040.0 1660
9440 47099.384000000005 94198768.0 1870
11310 62280.26399999999 124560528.0 4260
15570 41525.104 83050208.0 3440
19010 40487.164000000004 80974328.0 1440
20450 40876.344000000005 81752688.0 1810
22260 56227.512 112455024.0 2840
25100 40717.691999999995 81435384.0 1450
26550 37539.976 75079952.0 1510
28060 60318.70399999999 120637408.0 2470
30530 57105.759999999995 114211520.0 3260
33790 48469.736000000004 96939472.0 1740
35530 41050.588 82101176.0 1640
37170 54738.85599999999 109477712.0 2010
39180 56599.731999999996 113199464.0 1730
40910 65286.736 130573472.0 1630
42540 65683.34400000001 131366688.0 2910
45450 56593.828 113187656.0 5280
50730 39228.948000000004 78457896.0 1320
52050 49175.004 98350008.0 1740
53790 60956.976 121913952.0 2240
56030 56288.88 112577760.0 2330
