60742800 7630
12889376 700
50317544 2350
144087512 5860
190519984 8430
93665264 3720
149006536 10840
50923752 6170
7123496 440
32846504 1830
98759856 4720
93182152 9260
17179800 810
58716128 2450
165835632 6830
102377432 4170
93894800 4170
75579240 4090
75837952 6040
19381984 1760
32126872 4920
10414648 770
20301360 1260
65660096 3020
104811504 9810
47377200 2000
105335128 4310
89671648 3710
166094880 7080
90306072 4600
209556472 17250
133297664 6650
104811504 9810
37449912 1620
78103592 3220
81843120 3340
95123632 3900
97876472 4490
76506328 3300
90027816 6600
34256320 2980
37085384 5170
36930352 2450
34206224 1560
38261128 1720
37608264 2040
37059344 1950
28856120 1260
35158672 1790
104811504 9810
115872688 4840
288786760 12140
274453560 20760
269865800 11610
