60742800 7630
107132344 4830
94904144 3860
98458144 4070
95006712 4320
90039808 3690
80672720 4970
97426248 8130
101353096 7800
97142928 5090
93504768 3860
104811504 9810
165959728 6830
152034280 6300
161147352 7340
151793616 14320
163265968 8470
134931880 5600
104811504 9810
150989000 6240
146545984 6040
155579304 6870
148444336 10840
145154472 10830
124958600 6380
104811504 9810
145813040 6030
146545984 6030
155579304 6840
148444336 10810
145154472 10820
124958600 6330
104811504 9810
134001760 5560
128174792 5260
142223128 6150
134117480 7860
130522944 12420
116924336 5600
131032000 5710
104811504 9810
145813040 6030
146545984 6030
155579304 6840
148444336 10810
145154472 10820
124958600 6330
