60742800 7630
24554608 1260
31409800 1470
21981448 940
24740640 1000
23777144 1020
18953360 790
24379296 980
29237136 1160
30750192 1270
20698088 900
34668576 1410
17142208 700
23444616 970
104811504 9810
45751376 1940
50427056 2120
34014160 1370
39067496 1550
27896976 1200
27499576 1170
21256704 830
42609904 1760
50969104 2080
31631280 1930
39730864 1260
41780944 1980
104811504 9810
70074976 2960
65189696 2660
56085816 2290
58738632 2420
79805432 3290
55479832 2800
56897256 2230
72870520 4470
89596312 7080
37781040 5430
70947032 3530
75144312 3860
104811504 9810
96074744 4050
89665832 3620
50914440 2130
85880000 3530
89670584 3900
70658120 3450
83013752 6250
116077800 10970
110378632 5280
105624872 4910
104811504 9810
81804896 3460
50465304 2040
106924952 4400
93399272 3820
89670584 3970
77135384 4060
86960016 7390
102812504 9090
100745440 4830
99210936 4740
115628664 10300
59219600 2470
60314608 2460
62241272 2540
99063224 4080
40733360 1670
57923904 2850
62395504 2580
80090376 5150
83729888 7050
44171928 5410
41404720 1970
56038904 2760
125362264 10730
60173488 2490
61841912 2500
59294480 2460
90937664 3720
42944072 1760
59605360 2870
63670648 2760
71976016 4680
119986024 11970
86526880 4210
62870016 3330
101989520 4560
125362264 10730
57432880 2380
54048888 2190
38233376 1520
61627800 2610
9003848 350
56259656 2310
41732040 1700
59799496 2840
52724632 2280
86526880 5750
45226328 3920
60251432 6920
163852472 12290
34394712 1460
57428904 2300
58834912 2470
58085960 2360
35664240 1480
45752256 2190
42479920 1880
45608112 1810
47042448 2360
47723552 3500
36707304 2830
